,precipitation,t -1,t -2,t -3,t -4,t -5,t -6,t -7,t -8,t -9,t -10,t -11,t -12,t -13,t -14,t -15,t -16,t -17,t -18,t -19,t -20,t -21,t -22,t -23
97,161.4874,1412.0,1346.0,1300.0,1118.0,951.0,907.0,873.0,888.0,828.0,773.0,748.0,820.0,843.0,755.0,726.0,732.0,701.0,699.0,677.0,673.0,680.0,687.0,719.0
98,13.727,1672.0,1412.0,1346.0,1300.0,1118.0,951.0,907.0,873.0,888.0,828.0,773.0,748.0,820.0,843.0,755.0,726.0,732.0,701.0,699.0,677.0,673.0,680.0,687.0
99,52.9378,1606.0,1672.0,1412.0,1346.0,1300.0,1118.0,951.0,907.0,873.0,888.0,828.0,773.0,748.0,820.0,843.0,755.0,726.0,732.0,701.0,699.0,677.0,673.0,680.0
100,69.5543,1659.0,1606.0,1672.0,1412.0,1346.0,1300.0,1118.0,951.0,907.0,873.0,888.0,828.0,773.0,748.0,820.0,843.0,755.0,726.0,732.0,701.0,699.0,677.0,673.0
101,11.1526,1634.0,1659.0,1606.0,1672.0,1412.0,1346.0,1300.0,1118.0,951.0,907.0,873.0,888.0,828.0,773.0,748.0,820.0,843.0,755.0,726.0,732.0,701.0,699.0,677.0
102,6.521,1540.0,1634.0,1659.0,1606.0,1672.0,1412.0,1346.0,1300.0,1118.0,951.0,907.0,873.0,888.0,828.0,773.0,748.0,820.0,843.0,755.0,726.0,732.0,701.0,699.0
103,0.8737,1628.0,1540.0,1634.0,1659.0,1606.0,1672.0,1412.0,1346.0,1300.0,1118.0,951.0,907.0,873.0,888.0,828.0,773.0,748.0,820.0,843.0,755.0,726.0,732.0,701.0
104,16.1379,1938.0,1628.0,1540.0,1634.0,1659.0,1606.0,1672.0,1412.0,1346.0,1300.0,1118.0,951.0,907.0,873.0,888.0,828.0,773.0,748.0,820.0,843.0,755.0,726.0,732.0
105,103.6128,2009.0,1938.0,1628.0,1540.0,1634.0,1659.0,1606.0,1672.0,1412.0,1346.0,1300.0,1118.0,951.0,907.0,873.0,888.0,828.0,773.0,748.0,820.0,843.0,755.0,726.0
106,4.0219,2016.0,2009.0,1938.0,1628.0,1540.0,1634.0,1659.0,1606.0,1672.0,1412.0,1346.0,1300.0,1118.0,951.0,907.0,873.0,888.0,828.0,773.0,748.0,820.0,843.0,755.0
107,25.0445,2504.0,2016.0,2009.0,1938.0,1628.0,1540.0,1634.0,1659.0,1606.0,1672.0,1412.0,1346.0,1300.0,1118.0,951.0,907.0,873.0,888.0,828.0,773.0,748.0,820.0,843.0
108,124.4163,2537.0,2504.0,2016.0,2009.0,1938.0,1628.0,1540.0,1634.0,1659.0,1606.0,1672.0,1412.0,1346.0,1300.0,1118.0,951.0,907.0,873.0,888.0,828.0,773.0,748.0,820.0
109,174.1863,2312.0,2537.0,2504.0,2016.0,2009.0,1938.0,1628.0,1540.0,1634.0,1659.0,1606.0,1672.0,1412.0,1346.0,1300.0,1118.0,951.0,907.0,873.0,888.0,828.0,773.0,748.0
110,117.5632,1867.0,2312.0,2537.0,2504.0,2016.0,2009.0,1938.0,1628.0,1540.0,1634.0,1659.0,1606.0,1672.0,1412.0,1346.0,1300.0,1118.0,951.0,907.0,873.0,888.0,828.0,773.0
111,68.1829,1978.0,1867.0,2312.0,2537.0,2504.0,2016.0,2009.0,1938.0,1628.0,1540.0,1634.0,1659.0,1606.0,1672.0,1412.0,1346.0,1300.0,1118.0,951.0,907.0,873.0,888.0,828.0
112,110.8823,2000.0,1978.0,1867.0,2312.0,2537.0,2504.0,2016.0,2009.0,1938.0,1628.0,1540.0,1634.0,1659.0,1606.0,1672.0,1412.0,1346.0,1300.0,1118.0,951.0,907.0,873.0,888.0
113,4.7854,2085.0,2000.0,1978.0,1867.0,2312.0,2537.0,2504.0,2016.0,2009.0,1938.0,1628.0,1540.0,1634.0,1659.0,1606.0,1672.0,1412.0,1346.0,1300.0,1118.0,951.0,907.0,873.0
114,0.4233,2521.0,2085.0,2000.0,1978.0,1867.0,2312.0,2537.0,2504.0,2016.0,2009.0,1938.0,1628.0,1540.0,1634.0,1659.0,1606.0,1672.0,1412.0,1346.0,1300.0,1118.0,951.0,907.0
115,0.0422,2180.0,2521.0,2085.0,2000.0,1978.0,1867.0,2312.0,2537.0,2504.0,2016.0,2009.0,1938.0,1628.0,1540.0,1634.0,1659.0,1606.0,1672.0,1412.0,1346.0,1300.0,1118.0,951.0
116,55.7911,2023.0,2180.0,2521.0,2085.0,2000.0,1978.0,1867.0,2312.0,2537.0,2504.0,2016.0,2009.0,1938.0,1628.0,1540.0,1634.0,1659.0,1606.0,1672.0,1412.0,1346.0,1300.0,1118.0
117,114.8889,2671.0,2023.0,2180.0,2521.0,2085.0,2000.0,1978.0,1867.0,2312.0,2537.0,2504.0,2016.0,2009.0,1938.0,1628.0,1540.0,1634.0,1659.0,1606.0,1672.0,1412.0,1346.0,1300.0
118,63.3778,2831.0,2671.0,2023.0,2180.0,2521.0,2085.0,2000.0,1978.0,1867.0,2312.0,2537.0,2504.0,2016.0,2009.0,1938.0,1628.0,1540.0,1634.0,1659.0,1606.0,1672.0,1412.0,1346.0
119,147.785,2592.0,2831.0,2671.0,2023.0,2180.0,2521.0,2085.0,2000.0,1978.0,1867.0,2312.0,2537.0,2504.0,2016.0,2009.0,1938.0,1628.0,1540.0,1634.0,1659.0,1606.0,1672.0,1412.0
